"","observed","mean.simulated","lowCI","uppCI","sign"
"Abditibacteriota bacterium",7.16447368421053,10.453903810547,7.0032154340836,14.1428571428571,"NON SIGNIFICANT"
"Abditibacterium utsteinense",7.28478146392838,13.9360207431311,9.84612099644128,18.1025662367099,"SPECIALIST"
"Abyssisolibacter fermentans",1.00673393039338,14.1710045096153,9.92589682661753,18.3872575111946,"SPECIALIST"
"Acaryochloridaceae cyanobacterium CSU_3_4",9.78260869565217,6.67919006609569,3.81043345373715,9.78260869565217,"NON SIGNIFICANT"
"Acaryochloridaceae cyanobacterium RU_4_10",3.02795899347624,10.181360027963,6.72670807453416,14.0649350649351,"SPECIALIST"
"Acaryochloris marina",3.76744186046512,7.21919840381306,4.26315789473684,10.8,"SPECIALIST"
"Acaryochloris sp. RU_4_1",1.57392316647264,9.81301351887251,6.25782364933741,13.6565656565657,"SPECIALIST"
"Acaryochloris thomasi",8.73090909090909,9.84680211909612,6.33426097133637,13.72,"NON SIGNIFICANT"
"Accumulibacter sp.",17.2150293947425,20.9685278578867,16.565614728051,24.8027674594938,"NON SIGNIFICANT"
"Acetivibrio cellulolyticus",4.74509803921569,7.82267904642747,4.65165094339623,11.5238095238095,"NON SIGNIFICANT"
"Acetivibrio thermocellus",22.3056203746916,17.2171946727612,12.7319620668629,21.2744837781427,"GENERALIST"
"Acetobacter fabarum",1.96,6.50266413711926,3.5,9.8,"SPECIALIST"
"Acetobacter malorum",7.4,9.10424278443077,5.63259511211892,12.5596330275229,"NON SIGNIFICANT"
"Acetobacter oeni",1.96,4.61884651957922,2.33333333333333,7,"SPECIALIST"
"Acetobacter pasteurianus",1.28,5.01197445361656,2.90909090909091,8,"SPECIALIST"
"Acetobacter peroxydans",16.3265306122449,9.20717779825524,5.71428571428571,12.9085140137493,"GENERALIST"
"Acetobacter senegalensis",6.05326876513317,11.5190092531123,7.48502994011976,15.5291596524835,"SPECIALIST"
"Acetobacter sp.",12.1875301301623,15.6899519034862,11.5524577172409,19.6815042074282,"NON SIGNIFICANT"
"Acetobacteraceae bacterium",6.14632328105094,25.5209118357188,23.5538796359346,25.9507905692008,"SPECIALIST"
"Acetobacteraceae bacterium AT-5844",5.48011782032401,10.2707632966262,6.44776352252287,14.2567049808429,"SPECIALIST"
"Acetobacteraceae bacterium H6797",6.76,8.14404874620228,4.97058823529412,11.6551724137931,"NON SIGNIFICANT"
"Acetobacteraceae bacterium KSS12",8.49122807017544,9.5235245473979,5.66081871345029,13.2602739726027,"NON SIGNIFICANT"
"Acetobacteraceae bacterium KSS8",10.9264044128321,16.8008229686122,12.295529453401,21.206033504797,"SPECIALIST"
"Acetobacteraceae bacterium SCN 69-10",12.680790960452,12.2141502264926,8.27389453817606,16.3236363636364,"NON SIGNIFICANT"
"Acetomicrobium sp. UBA5826",1.29693961952026,10.017819139597,6.4242782239331,13.7543859649123,"SPECIALIST"
"Acholeplasma sp.",2.77777777777778,3.81221293738941,2.27272727272727,5,"NON SIGNIFICANT"
"Acholeplasmataceae bacterium",8.66666666666667,8.23862988103815,4.97058823529412,11.6551724137931,"NON SIGNIFICANT"
"Achromobacter aegrifaciens",8.26315789473684,14.4072161047725,10.2168848338076,18.4851335659648,"SPECIALIST"
"Achromobacter aestuarii",10.6186348862405,11.5135122443942,7.63912704598597,15.2925719477759,"NON SIGNIFICANT"
"Achromobacter aloeverae",1.15400542272615,12.505509904748,8.52678702784924,16.5446353612329,"SPECIALIST"
"Achromobacter animicus",1,1.892,1,2,"NON SIGNIFICANT"
"Achromobacter anxifer",8.04357066950053,11.2225156201954,7.4410256853011,15.2324653805184,"NON SIGNIFICANT"
"Achromobacter denitrificans",5.53846153846154,6.0670903260043,3.42857142857143,9,"NON SIGNIFICANT"
"Achromobacter insuavis",5.00926538716082,11.1215213709271,7.31304347826087,15.0477137176938,"SPECIALIST"
"Achromobacter mucicolens",4,3.2706,1.6,4,"NON SIGNIFICANT"
"Achromobacter pulmonis",1.65653130626125,11.2443369782246,7.43991792875878,15.3665080713679,"SPECIALIST"
"Achromobacter sp.",14.7797377830751,13.905482184893,9.86405620076643,18.0193583433372,"NON SIGNIFICANT"
"Achromobacter sp. 2789STDY5608621",1.08679245283019,7.95893829177006,4.71940772078265,11.088,"SPECIALIST"
"Achromobacter sp. DMS1",1,1.89,1,2,"NON SIGNIFICANT"
"Achromobacter sp. GbtcB20",12.2879256965944,10.3447445466513,6.90201054931806,14.0247349823322,"NON SIGNIFICANT"
"Achromobacter sp. GD03932",3.15011718268163,13.6036623569999,9.29914518720936,17.93588587146,"SPECIALIST"
"Achromobacter sp. Root170",6.20512820512821,7.79113682494167,4.74509803921569,11,"NON SIGNIFICANT"
"Achromobacter sp. RTa",1.38314176245211,7.31222887564636,4.24705882352941,10.3299134199134,"SPECIALIST"
"Achromobacter sp. UMC46",12.5702479338843,9.24540320517753,5.69557036046949,13,"NON SIGNIFICANT"
"Achromobacter xylosoxidans",4.97283311772316,11.985404220307,8.16092653567959,15.8515463917526,"SPECIALIST"
"Acidibacter sp.",1,1,1,1,"NON SIGNIFICANT"
"Acidibrevibacterium fodinaquatile",3.19757989450822,13.5930655051605,9.47328948732117,17.6544804425575,"SPECIALIST"
"Acidicapsa acidisoli",6.62478374408357,19.2770519729391,14.7693717960174,23.3247449255342,"SPECIALIST"
"Acidicapsa dinghuensis",1.3324472490633,15.1705337778065,11.0352871947906,19.3784523505122,"SPECIALIST"
"Acidicapsa ligni",3.61825152085232,17.847290656605,13.081419742658,21.8245368329164,"SPECIALIST"
"Acididesulfobacillus acetoxydans",2.82215743440233,9.4257451356039,5.76105240912933,12.9066666666667,"SPECIALIST"
"Acidiferrimicrobium australe",8.28776978417266,13.6158475107461,9.58299454520795,17.701835374214,"SPECIALIST"
"Acidiferrimicrobium sp. IK",1.84320760407242,17.1566452012711,12.716934699971,21.3481645070432,"SPECIALIST"
"Acidiferrobacter sp.",10.5175572519084,11.0373334045122,7.24395373291272,14.8166536612555,"NON SIGNIFICANT"
"Acidiferrobacteraceae bacterium",6.6015625,12.1418603572277,8.25961662255919,16.3127413127413,"SPECIALIST"
"Acidiferrobacterales bacterium",23.6063748476523,17.8439844385546,13.3538988075366,21.8648724946039,"GENERALIST"
"Acidihalobacter ferrooxydans",4.10077519379845,7.80988618794504,4.68141592920354,11.2553191489362,"SPECIALIST"
"Acidihalobacter prosperus",1.72168468981218,11.6950134468813,7.58003918378035,15.9231585909217,"SPECIALIST"
"Acidihalobacter yilgarnensis",6.87556707712249,11.5067667983968,7.42381337660197,15.3099100368999,"SPECIALIST"
"Acidimicrobiaceae bacterium",23.3879518847276,24.4302722191013,21.3834208506852,25.9661678505287,"NON SIGNIFICANT"
"Acidimicrobiales bacterium",8.26044712951484,25.6184249705921,23.66550172645,25.95763341123,"SPECIALIST"
"Acidimicrobiales bacterium mtb01",20.5574847489442,14.2613301493304,9.73505703917648,18.6657293724626,"GENERALIST"
"Acidimicrobiia bacterium",12.4885280310132,25.6086275384604,23.600688045318,25.9308833823108,"SPECIALIST"
"Acidimicrobiia bacterium BACL6 MAG-120910-bin40",7.52083333333333,9.08043517713061,5.5968992248062,12.8928571428571,"NON SIGNIFICANT"
"Acidimicrobiia bacterium EGI L10123",7.50476212708343,17.9577805268618,13.5095873119568,22.0358687210809,"SPECIALIST"
"Acidimicrobium ferrooxidans",10.5217391304348,7.71765135911877,4.65384615384615,11.0130952380952,"NON SIGNIFICANT"
"Acidimicrobium sp.",1,1,1,1,"NON SIGNIFICANT"
"Acidimicrobium sp. BACL17 MAG-120924-bin0",2,1.894,1,2,"NON SIGNIFICANT"
"Acidimicrobium sp. BACL19 MAG-120924-bin39",1.97560975609756,5.31318975099602,2.79310344827586,7.36363636363636,"SPECIALIST"
"Acidiphilium acidophilum",12.8618878823684,14.3886579666769,10.2369403740096,18.5864162398027,"NON SIGNIFICANT"
"Acidiphilium cryptum",1.62839879154079,13.5184411436696,9.28760574729782,17.7576999872008,"SPECIALIST"
"Acidiphilium iwatense",1,4.29701098901099,2,6,"SPECIALIST"
"Acidiphilium multivorum",9.95245518316446,11.8171195157228,8.12768562668163,15.5161332311158,"NON SIGNIFICANT"
"Acidiphilium rubrum",2.78014184397163,8.24428196375066,4.89848765432099,11.5294117647059,"SPECIALIST"
"Acidiphilium sp.",14.1456185280036,17.0147804185772,12.5804196165104,21.3291613257298,"NON SIGNIFICANT"
"Acidiphilium sp. 21-66-27",5.78451942160476,13.1508477998217,9.23993165926939,17.4528970801059,"SPECIALIST"
"Acidiphilium sp. 21-68-69",12.3676470588235,10.1854078974886,6.3942305760815,13.7897337759111,"NON SIGNIFICANT"
"Acidiphilium sp. 37-60-79",1,8.40105263144175,5.32116788321168,11.9508196721311,"SPECIALIST"
"Acidiphilium sp. 37-67-22",2,4.30990989010989,2,6,"NON SIGNIFICANT"
"Acidiphilium sp. AL",2,1.903,1,2,"NON SIGNIFICANT"
"Acidiphilium sp. PA",13.8288247839264,14.7702480039313,10.5751060233369,18.8835596081867,"NON SIGNIFICANT"
"Acidipila rosea",3.17152162385061,18.7644733252129,14.3551149996615,22.9212817939243,"SPECIALIST"
"Acidipila sp.",4.91190243573763,15.9199087590539,11.7382587405021,20.023005182291,"SPECIALIST"
"Acidipila sp. EB88",1.23047013078826,10.199113719858,6.57972064692292,13.7588932806324,"SPECIALIST"
"Acidipropionibacterium acidipropionici",1.13023800786707,15.1630746960694,10.967499596473,19.4620159834992,"SPECIALIST"
"Acidipropionibacterium jensenii",5.63816491388508,13.9385903613606,9.21494412060272,17.8451003835616,"SPECIALIST"
"Acidipropionibacterium sp.",11.2131979695431,9.70271966268154,6.0182579768577,13.5521472392638,"NON SIGNIFICANT"
"Acidipropionibacterium virtanenii",4.15827338129496,8.81087138274908,5.40061872620284,12.5652173913043,"SPECIALIST"
"Acidisarcina polymorpha",8.02983515207801,17.9217806223482,13.3058597395816,22.1450641731706,"SPECIALIST"
"Acidisarcina sp.",4.12032870193254,18.5879508954734,13.9724673889952,22.6697012014439,"SPECIALIST"
"Acidisoma cellulosilyticum",7.66012097108294,15.2276958837184,11.1725465444019,19.379221312556,"SPECIALIST"
"Acidisoma silvae",12.6850988230069,13.6420277441125,9.72860418595664,17.6139010869351,"NON SIGNIFICANT"
"Acidisoma sp.",13.8232505741837,20.4053449515735,16.2046884657201,24.2691902977018,"SPECIALIST"
"Acidisoma sp. L85",17.3976632928695,17.7192218193736,13.107366148925,21.9454281711076,"NON SIGNIFICANT"
"Acidisoma sp. PAMC 29798",5.23734820451347,17.4558271648056,12.7849815308097,21.459018038456,"SPECIALIST"
"Acidisoma sp. S159",16.682503860316,15.8369601780873,11.6715842807042,19.9493703110548,"NON SIGNIFICANT"
"Acidisphaera rubrifaciens",2.11380935121421,11.6518313915606,7.8492597577389,15.5530395721925,"SPECIALIST"
"Acidisphaera sp.",21.3674347924382,21.4406325316618,17.317224459371,24.953208144445,"NON SIGNIFICANT"
"Acidisphaera sp. L21",15.5996160094521,14.4405733588404,10.2661773219862,18.4959832229027,"NON SIGNIFICANT"
"Acidisphaera sp. S103",3.41578374147994,22.0089516213801,18.0459276866037,25.4100085097773,"SPECIALIST"
"Aciditerrimonas ferrireducens",5.53846153846154,6.13549177940111,3.6,9,"NON SIGNIFICANT"
"Acidithiobacillales bacterium SM23_46",1.18577075098814,10.3190570595221,6.79118083527666,14.1732283464567,"SPECIALIST"
"Acidithiobacillus caldus",3.33590733590734,10.747161127477,7.23921787709497,14.4,"SPECIALIST"
"Acidithiobacillus ferriphilus",3.76766091051805,11.9359369027724,8.0896606514584,16.0723274209012,"SPECIALIST"
"Acidithiobacillus ferrooxidans",9.14285714285714,6.8989099339591,3.87878787878788,9.84615384615385,"NON SIGNIFICANT"
"Acidithiobacillus sp.",3.21564482029598,11.8669597318393,7.74529088628978,16.0114647991609,"SPECIALIST"
"Acidithiobacillus sp. GGI-221",4.09090909090909,8.56961137954385,5.35714285714286,12.1621621621622,"SPECIALIST"
"Acidithiobacillus sp. HP-11",1,3.34166666666667,1.6,4,"SPECIALIST"
"Acidithiobacillus sulfurivorans",5.29801324503311,9.28453047020654,5.67275996403956,13.1147540983607,"SPECIALIST"
"Acidithiobacillus thiooxidans",4.97960526315789,12.9094667593383,8.45686519188119,16.8387096774194,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_2_55_15",12.7065800383993,20.5647558460622,16.4547316720147,24.2775330537362,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_2_57_8",13.0057907017363,21.7687703381566,17.927183831681,25.3068659722995,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_2_60_10",14.2119402985075,10.6660056356274,6.85035971223022,14.3858717710906,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_20CM_2_65_9",20.1440717188076,23.702468266008,20.1510002593199,25.8937976214509,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_2_68_14",3.64556962025316,7.86425793966961,4.64516129032258,11.0769230769231,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_3_53_8",4.44070175668203,20.0615521072777,15.6996776129044,23.7875206249645,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_4_56_7",8.35913574154656,24.8615056240242,22.0642899699241,26.0156279528214,"SPECIALIST"
"Acidobacteria bacterium 13_1_20CM_58_21",11.3726291589501,17.1835806945069,12.7596713831367,21.345703476231,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_2_56_11",12.8211391751079,20.8825472020619,16.509817747744,24.5172172685433,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_2_56_5",8.94424996175341,20.2327390198911,15.8320058921717,23.9722063499451,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_2_60_7",11.320114300808,17.627542385458,13.0802804073574,21.7844070392438,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_2_64_6",22.6930134366531,23.1264745773409,19.2274412287297,25.7414851656541,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_2_68_5",3.19007120253165,13.808950829717,9.61748341343823,18.2055767353832,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_3_55_6",9.05194029850746,17.1264911801523,12.7080169186567,21.3716299909834,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_3_56_11",12.449650287876,21.5735010741948,17.103435004336,24.9297126204728,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_3_65_5",20.467086981937,23.2709668043639,19.2814779741539,25.8277474213832,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_4_57_6",7.01369863013699,8.78071698571755,5.33333333333333,12.1904761904762,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_4_58_4",9.57059585022631,22.469451888985,18.6302391847984,25.4969578921071,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_4_61_5",12.7058823529412,9.12711391506671,5.73451327433628,12.7058823529412,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_4_65_8",22.1677660771904,24.163167808161,20.7110952072102,25.9777355868964,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_4_69_4",6.58503401360544,9.5826284274727,5.83045234831542,13.2602739726027,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_1_40CM_56_16",13.0093290939158,22.6380961156574,18.4136655196236,25.4532019912046,"SPECIALIST"
"Acidobacteria bacterium 13_1_40CM_65_14",22.4580211721472,24.6520156505005,21.6620813926767,26.0218451182821,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_2_20CM_2_57_12",1,1.92,1,2,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_2_20CM_2_57_6",14.9590343818581,17.7450273168208,13.1735029436981,21.6063052087213,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_2_20CM_2_66_4",22.5837266721812,23.0002039166861,18.8818184732336,25.7164502085053,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_2_20CM_56_17",17.0674123209966,18.8098523679025,14.1940723535458,22.7534813272839,"NON SIGNIFICANT"
"Acidobacteria bacterium 13_2_20CM_57_17",13.317465500768,18.8666656467415,14.1596559332371,22.9412250127548,"SPECIALIST"
"Acidobacteria bacterium 13_2_20CM_57_7",8.32973050871884,14.5653892795346,10.3189883772473,18.7557351844546,"SPECIALIST"
"Acidobacteria bacterium 13_2_20CM_58_27",13.4934734330647,20.4563555136276,15.8418391268281,24.2911486842301,"SPECIALIST"
"Acidobacteria bacterium 21-70-11",1.06659267480577,8.59815320922698,5.36297314253279,12.1645569620253,"SPECIALIST"
"Acidobacteria bacterium 37-65-4",12.0754716981132,12.6366838557479,8.74242542601747,16.909970517991,"NON SIGNIFICANT"
"Acidobacteria bacterium AB60",4.32527702643748,19.4633955745234,15.0238267613417,23.6501992005272,"SPECIALIST"
"Acidobacteria bacterium ACB2",11.6636771300448,11.5599786045841,7.81051805178492,15.9094768390837,"NON SIGNIFICANT"
"Acidobacteria bacterium ACD",8.81694915254237,9.7708075824133,6.00623795492554,13.9090909090909,"NON SIGNIFICANT"
"Acidobacteria bacterium ADurb.Bin051",3,2.6436,1.8,3,"NON SIGNIFICANT"
"Acidobacteria bacterium AH-259-A15",14.8489915141138,17.9208059045895,13.5388027016776,21.9959241778587,"NON SIGNIFICANT"
"Acidobacteria bacterium AH-259-D05",10.3889396050545,15.4625767954932,11.0934110088366,19.7233396913127,"SPECIALIST"
"Acidobacteria bacterium AH-259-G07",22.9905149875357,18.6854542784318,14.5131957760658,22.7565981976006,"GENERALIST"
"Acidobacteria bacterium AH-259-L09",15.532412993403,18.6555950834027,14.139445377354,22.7732920432939,"NON SIGNIFICANT"
"Acidobacteria bacterium AH-259-O06",17.3201794077431,20.1109227185234,15.6673584882491,23.7374177556819,"NON SIGNIFICANT"
"Acidobacteria bacterium Mor1",7,6.54673636455004,3.76923076923077,9.8,"NON SIGNIFICANT"
"Acidobacteria bacterium OLB17",5.07260069617106,11.4303027131131,7.75566070011261,15.76783736506,"SPECIALIST"
"Acidobacteria bacterium RBG_13_68_16",5.4,10.2011615483389,6.47928318584071,14.1553398058252,"SPECIALIST"
"Acidobacteria bacterium RBG_16_64_8",9.55478502080444,12.7672130596794,8.71241975856918,16.8672562244656,"NON SIGNIFICANT"
"Acidobacteria bacterium RBG_16_68_9",8.15558874782176,12.9527757569672,8.65022786492047,16.7936300399415,"SPECIALIST"
"Acidobacteria bacterium RBG_16_70_10",19.4096132054949,20.2491328768704,15.607959900202,24.0824109464862,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPHIGHO2_01_FULL_67_28",5.84584849487264,13.2359250568646,9.06686557419105,17.3097962435226,"SPECIALIST"
"Acidobacteria bacterium RIFCSPHIGHO2_02_FULL_67_57",5.96555576242785,12.8643706905922,8.60959200881868,16.9443934924536,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_59_13",12.4926455772718,13.7741211240808,9.95360410980896,18.0602971162249,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20",18.1763417758129,17.4578626864914,12.514229767303,21.8757580064708,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28",17.4691742448368,18.3036020023653,14.2246771797489,22.1024577515268,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_64_15",21.1397166562875,24.221608667035,21.0069849597724,25.9650669370024,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29",22.2768037720917,24.7904317998106,21.7821529453176,25.9942200226501,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21",11.0547192630541,24.4255096957813,21.4175074291249,26.0042425435702,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36",19.8195343361492,24.4158966779841,20.9288079456961,26.031301017028,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18",11.222830683813,24.0333510230007,20.6102392277764,25.9390939642403,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10",14.1341522998534,17.3577303899373,12.8055924037516,21.5655526299044,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11",16.5200535573002,15.7738582866928,11.2832205131438,20.3014857204489,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22",19.2196196299943,16.1067011633108,11.4603191654039,20.2018657416001,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_65_11",19.4889343987751,20.7441457423492,16.4676894439717,24.412559739844,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_10",21.6918510762803,23.1023014154073,19.1990831043078,25.6561112085781,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21",21.3728268720577,23.2436998685399,19.4457877797591,25.8356588052762,"NON SIGNIFICANT"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14",11.0054924628368,22.8598009970378,18.8563992077767,25.6746170961115,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b",10.8998965782116,23.9111081283065,20.1164687576101,26.0035426850276,"SPECIALIST"
"Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19",9.92184730218899,20.8794549883909,16.1886877818226,24.4344640779631,"SPECIALIST"
"Acidobacteria bacterium SCGC AG-212-P17",7.9203220358833,22.9163255944884,19.0194020792364,25.6357298637017,"SPECIALIST"
"Acidobacteria bacterium SCN 69-37",22.0033514845692,22.9557945337831,18.8316687251894,25.7165012440481,"NON SIGNIFICANT"
"Acidobacteriaceae bacterium",4.64471740143808,25.5318559721582,23.4811219288756,25.9505613550287,"SPECIALIST"
"Acidobacteriales bacterium 13_1_40CM_3_55_5",4.53956866442695,20.3281960211314,16.0939898443433,24.1989001600524,"SPECIALIST"
"Acidobacteriales bacterium 13_2_20CM_2_55_5",17.2014959944642,20.6359672908688,16.465096083388,24.4301647691295,"NON SIGNIFICANT"
"Acidobacteriales bacterium 13_2_20CM_55_8",6.64238364300979,21.4664182626381,17.3686278754553,24.9893040856292,"SPECIALIST"
"Acidobacteriales bacterium 59-55",5.542103965144,16.4018442634589,11.9930098208726,20.8590184777968,"SPECIALIST"
"Acidobacteriia bacterium 12-62-4",5.91803278688525,9.11339321004552,5.776,12.8928571428571,"NON SIGNIFICANT"
"Acidobacteriia bacterium AH_259_A11_L15",17.8587613871239,15.6381382992529,11.0625990733528,19.9345456542631,"NON SIGNIFICANT"
"Acidobacteriia bacterium SbA2",16.1533487361067,17.8745512102364,13.7653287292329,22.1684617250965,"NON SIGNIFICANT"
"Acidobacteriota bacterium",26.5492567272118,25.7561963350372,24.4692423732191,25.9019501531399,"GENERALIST"
"Acidobacterium capsulatum",1.15294117647059,6.58518029554518,3.7625,9.8,"SPECIALIST"
"Acidobacterium sp.",16.8525749176508,17.2709962847744,12.7839173347332,21.5043124056926,"NON SIGNIFICANT"
"Acidobacterium sp. S8",1.75370603376147,17.7399138028539,12.9513392108771,21.8094448409572,"SPECIALIST"
"Acidocella aminolytica",10.5716450812896,15.9229776676032,11.6782745743603,19.9346053147414,"SPECIALIST"
"Acidocella aromatica",11.5019011406844,13.4574135196631,9.02631443950006,17.5114882862476,"NON SIGNIFICANT"
"Acidocella facilis",3.21913875598086,13.4641541910987,9.04863664059432,17.929380413058,"SPECIALIST"
"Acidocella sp.",24.6216580070204,23.6128670847832,19.8322350991843,25.8731360381157,"NON SIGNIFICANT"
"Acidocella sp. 20-61-6",2.24533517622668,10.1481697843505,6.38247955586142,13.8255319148936,"SPECIALIST"
"Acidocella sp. 21-58-7",2.79310344827586,5.32249956921458,3,7.36363636363636,"SPECIALIST"
"Acidocella sp. C78",8.53333333333333,6.88460481104256,3.65714285714286,9.84615384615385,"NON SIGNIFICANT"
"Acidocella sp. MX-AZ02",15.6668905305574,13.404186867314,9.09323983855844,17.7426385563549,"NON SIGNIFICANT"
"Acidothermaceae bacterium",1.6313149309609,25.413301537469,23.2118570972175,25.9789938970479,"SPECIALIST"
"Acidothermaceae bacterium B102",4.47039744619461,18.6088825743812,13.9625620819737,22.742310316825,"SPECIALIST"
"Acidothermales bacterium",17.1796643912962,20.5854250158254,16.197582769202,24.3163330854354,"NON SIGNIFICANT"
"Acidothermus cellulolyticus",3.38259264199076,23.2092368750206,19.573733279897,25.7767159891297,"SPECIALIST"
"Acidothermus sp.",1.45733066173574,23.0583746891511,19.0570287205444,25.8060075285104,"SPECIALIST"
"Acidovorax carolinensis",1.67010309278351,8.92791165100536,5.53728813559322,12.4676470588235,"SPECIALIST"
"Acidovorax cavernicola",1.61871563925605,14.7210857234664,10.1616209524596,19.3383129093349,"SPECIALIST"
"Acidovorax defluvii",1.8,2.6576,1.8,3,"NON SIGNIFICANT"
"Acidovorax radicis",1,8.35292923932107,4.83950617283951,11.8787878787879,"SPECIALIST"
"Acidovorax soli",3.24098025867937,10.5109337561525,6.90852314374915,14.0463315038996,"SPECIALIST"
"Acidovorax sp.",25.2494977902772,17.5010470851618,13.1537381814286,21.6310761096423,"GENERALIST"
"Acidovorax sp. 99",6.4,5.05803135481649,2.90909090909091,8,"NON SIGNIFICANT"
"Acidovorax sp. CF316",8.40331491712707,9.22646395779174,5.78326996197719,13,"NON SIGNIFICANT"
"Acidovorax sp. Leaf78",3.57142857142857,5.6721775569202,3.125,8.33333333333333,"NON SIGNIFICANT"
"Acidovorax sp. MR-S7",11.6263736263736,9.64072270125018,5.94299008222962,13.9210526315789,"NON SIGNIFICANT"
